dnarun_name	germplasm_name	germplasm_pedigree	germplasm_type	germplasm_par1	germplasm_par1_type	germplasm_par2	germplasm_par2_type	dnasample_sample_group	dnasample_sample_group_cycle	ref_value
BR12494-9	BR12494		F1					BR12494		1
BR12495-1	BR12495		F1					BR12495		1
BR12495-10	BR12495		F1					BR12495		1
BR12495-11	BR12495		F1					BR12495		1
BR12495-12	BR12495		F1					BR12495		0
BR12495-2	BR12495		F1					BR12495		0
BR12495-3	BR12495		F1					BR12495		0
BR12495-4	BR12495		F1					BR12495		0
BR12495-5	BR12495		F1					BR12495		0
BR12495-6	BR12495		F1					BR12495		0
BR12495-7	BR12495		F1					BR12495		0
BR12495-8	BR12495		F1					BR12495		0
BR12495-9	BR12495		F1					BR12495		0
BR12496-1	BR12496		F1					BR12496		0
BR12496-10	BR12496		F1					BR12496		1
BR12496-11	BR12496		F1					BR12496		1
BR12496-12	BR12496		F1					BR12496		1
BR12496-2	BR12496		F1					BR12496		0
BR12496-3	BR12496		F1					BR12496		0
BR12496-4	BR12496		F1					BR12496		0
BR12496-5	BR12496		F1					BR12496		0
BR12496-6	BR12496		F1					BR12496		1
BR12496-7	BR12496		F1					BR12496		1
BR12496-8	BR12496		F1					BR12496		1
BR12496-9	BR12496		F1					BR12496		1
BR12497-1	BR12497		F1					BR12497		0
BR12497-10	BR12497		F1					BR12497		1
BR12497-11	BR12497		F1					BR12497		1
BR12497-12	BR12497		F1					BR12497		1
BR12497-2	BR12497		F1					BR12497		1
BR12497-3	BR12497		F1					BR12497		1
BR12497-4	BR12497		F1					BR12497		1
BR12497-5	BR12497		F1					BR12497		1
BR12497-6	BR12497		F1					BR12497		0
BR12497-7	BR12497		F1					BR12497		1
BR12497-8	BR12497		F1					BR12497		1
BR12497-9	BR12497		F1					BR12497		1
BR12498-1	BR12498		F1					BR12498		0
BR12498-10	BR12498		F1					BR12498		0
BR12498-11	BR12498		F1					BR12498		0
BR12498-12	BR12498		F1					BR12498		0
BR12498-2	BR12498		F1					BR12498		0
BR12498-3	BR12498		F1					BR12498		0
BR12498-4	BR12498		F1					BR12498		0
BR12498-5	BR12498		F1					BR12498		0
BR12498-6	BR12498		F1					BR12498		0
BR12498-7	BR12498		F1					BR12498		0
BR12498-8	BR12498		F1					BR12498		0
BR12498-9	BR12498		F1					BR12498		0
BR12499-1	BR12499		F1					BR12499		1
BR12499-10	BR12499		F1					BR12499		1
BR12499-2	BR12499		F1					BR12499		0
BR12499-3	BR12499		F1					BR12499		1
BR12499-4	BR12499		F1					BR12499		1
BR12499-5	BR12499		F1					BR12499		1
BR12499-6	BR12499		F1					BR12499		1
BR12499-7	BR12499		F1					BR12499		1
BR12499-8	BR12499		F1					BR12499		1
BR12499-9	BR12499		F1					BR12499		1
BR12500-1	BR12500		F1					BR12500		1
BR12500-10	BR12500		F1					BR12500		0
BR12500-11	BR12500		F1					BR12500		0
BR12500-12	BR12500		F1					BR12500		0
BR12500-2	BR12500		F1					BR12500		1
BR12500-3	BR12500		F1					BR12500		1
BR12500-4	BR12500		F1					BR12500		1
BR12500-5	BR12500		F1					BR12500		1
BR12500-6	BR12500		F1					BR12500		1
BR12500-7	BR12500		F1					BR12500		0
BR12500-8	BR12500		F1					BR12500		0
BR12500-9	BR12500		F1					BR12500		0
BR12501-1	BR12501		F1					BR12501		0
BR12501-10	BR12501		F1					BR12501		1
BR12501-11	BR12501		F1					BR12501		0
BR12501-12	BR12501		F1					BR12501		0
BR12501-2	BR12501		F1					BR12501		0
BR12501-3	BR12501		F1					BR12501		0
BR12501-4	BR12501		F1					BR12501		0
BR12501-5	BR12501		F1					BR12501		0
BR12501-6	BR12501		F1					BR12501		0
BR12501-7	BR12501		F1					BR12501		1
BR12501-8	BR12501		F1					BR12501		0
BR12501-9	BR12501		F1					BR12501		0
BR12502-1	BR12502		F1					BR12502		0
BR12502-10	BR12502		F1					BR12502		0
BR12502-11	BR12502		F1					BR12502		0
BR12502-12	BR12502		F1					BR12502		0
BR12502-2	BR12502		F1					BR12502		0
BR12502-3	BR12502		F1					BR12502		0
BR12502-4	BR12502		F1					BR12502		0
BR12502-5	BR12502		F1					BR12502		0
BR12502-6	BR12502		F1					BR12502		0
BR12502-7	BR12502		F1					BR12502		0
BR12502-8	BR12502		F1					BR12502		0
BR12502-9	BR12502		F1					BR12502		0
BR12503-1	BR12503		F1					BR12503		0
BR12503-10	BR12503		F1					BR12503		0
BR12503-11	BR12503		F1					BR12503		0
BR12503-12	BR12503		F1					BR12503		0
BR12503-2	BR12503		F1					BR12503		0
BR12503-3	BR12503		F1					BR12503		0
BR12503-4	BR12503		F1					BR12503		0
BR12503-5	BR12503		F1					BR12503		0
BR12503-6	BR12503		F1					BR12503		0
BR12503-7	BR12503		F1					BR12503		0
BR12503-8	BR12503		F1					BR12503		0
BR12503-9	BR12503		F1					BR12503		0
BR12504-1	BR12504		F1					BR12504		0
BR12504-10	BR12504		F1					BR12504		0
BR12504-11	BR12504		F1					BR12504		1
BR12504-12	BR12504		F1					BR12504		1
BR12504-2	BR12504		F1					BR12504		0
BR12504-3	BR12504		F1					BR12504		0
BR12504-4	BR12504		F1					BR12504		0
BR12504-5	BR12504		F1					BR12504		0
BR12504-6	BR12504		F1					BR12504		0
BR12504-7	BR12504		F1					BR12504		0
BR12504-8	BR12504		F1					BR12504		0
BR12504-9	BR12504		F1					BR12504		1
BR12505-1	BR12505		F1					BR12505		1
BR12505-10	BR12505		F1					BR12505		1
BR12505-11	BR12505		F1					BR12505		0
BR12505-12	BR12505		F1					BR12505		0
BR12505-2	BR12505		F1					BR12505		1
BR12505-3	BR12505		F1					BR12505		1
BR12505-4	BR12505		F1					BR12505		1
BR12505-5	BR12505		F1					BR12505		1
BR12505-6	BR12505		F1					BR12505		1
BR12505-7	BR12505		F1					BR12505		1
BR12505-8	BR12505		F1					BR12505		1
BR12505-9	BR12505		F1					BR12505		1
BR12506-1	BR12506		F1					BR12506		1
BR12506-10	BR12506		F1					BR12506		1
BR12506-11	BR12506		F1					BR12506		1
BR12506-12	BR12506		F1					BR12506		1
BR12506-2	BR12506		F1					BR12506		1
BR12506-3	BR12506		F1					BR12506		1
BR12506-4	BR12506		F1					BR12506		1
BR12506-5	BR12506		F1					BR12506		1
BR12506-6	BR12506		F1					BR12506		1
BR12506-7	BR12506		F1					BR12506		1
BR12506-8	BR12506		F1					BR12506		1
BR12506-9	BR12506		F1					BR12506		1
BR12507-1	BR12507		F1					BR12507		1
BR12507-10	BR12507		F1					BR12507		0
BR12507-2	BR12507		F1					BR12507		1
BR12507-3	BR12507		F1					BR12507		0
BR12507-4	BR12507		F1					BR12507		0
BR12507-5	BR12507		F1					BR12507		0
BR12507-6	BR12507		F1					BR12507		0
BR12507-7	BR12507		F1					BR12507		0
BR12507-8	BR12507		F1					BR12507		0
BR12507-9	BR12507		F1					BR12507		0
BR12598-1	BR12598		F1					BR12598		0
BR12598-2	BR12598		F1					BR12598		0
BR12598-3	BR12598		F1					BR12598		0
BR12598-4	BR12598		F1					BR12598		0
BR12598-5	BR12598		F1					BR12598		0
BR12598-6	BR12598		F1					BR12598		1
BR12598-7	BR12598		F1					BR12598		1
BR12598-8	BR12598		F1					BR12598		0
BR12600-1	BR12600		F1					BR12600		1
BR12600-2	BR12600		F1					BR12600		1
BR12600-3	BR12600		F1					BR12600		1
BR12600-4	BR12600		F1					BR12600		1
BR12600-5	BR12600		F1					BR12600		1
BR12600-6	BR12600		F1					BR12600		1
BR12600-7	BR12600		F1					BR12600		1
BR12600-8	BR12600		F1					BR12600		1
BR12608-1	BR12608		F1					BR12608		1
BR12608-2	BR12608		F1					BR12608		1
BR12608-3	BR12608		F1					BR12608		0
BR12608-4	BR12608		F1					BR12608		1
BR12608-5	BR12608		F1					BR12608		0
BR12608-6	BR12608		F1					BR12608		0
BR12608-7	BR12608		F1					BR12608		0
BR12608-8	BR12608		F1					BR12608		0
BR12609-1	BR12609		F1					BR12609		1
BR12609-2	BR12609		F1					BR12609		1
BR12609-3	BR12609		F1					BR12609		0
BR12609-4	BR12609		F1					BR12609		1
BR12609-5	BR12609		F1					BR12609		1
BR12609-6	BR12609		F1					BR12609		1
BR12609-7	BR12609		F1					BR12609		1
BR12609-8	BR12609		F1					BR12609		1
BR12610-1	BR12610		F1					BR12610		1
BR12610-2	BR12610		F1					BR12610		0
BR12610-3	BR12610		F1					BR12610		0
BR12610-4	BR12610		F1					BR12610		0
BR12610-5	BR12610		F1					BR12610		1
BR12610-6	BR12610		F1					BR12610		0
BR12610-7	BR12610		F1					BR12610		0
BR12610-8	BR12610		F1					BR12610		0
BR12611-1	BR12611		F1					BR12611		1
BR12611-2	BR12611		F1					BR12611		0
BR12611-3	BR12611		F1					BR12611		1
BR12611-4	BR12611		F1					BR12611		0
BR12611-5	BR12611		F1					BR12611		0
BR12611-6	BR12611		F1					BR12611		0
BR12611-7	BR12611		F1					BR12611		0
BR12611-8	BR12611		F1					BR12611		0
BR12613-1	BR12613		F1					BR12613		0
BR12613-2	BR12613		F1					BR12613		0
BR12613-3	BR12613		F1					BR12613		1
BR12613-4	BR12613		F1					BR12613		1
BR12613-5	BR12613		F1					BR12613		0
BR12613-6	BR12613		F1					BR12613		1
BR12613-7	BR12613		F1					BR12613		1
BR12613-8	BR12613		F1					BR12613		0
BR12615-1	BR12615		F1					BR12615		1
BR12615-2	BR12615		F1					BR12615		1
BR12615-3	BR12615		F1					BR12615		1
BR12615-4	BR12615		F1					BR12615		1
BR12615-5	BR12615		F1					BR12615		0
BR12615-6	BR12615		F1					BR12615		0
BR12615-7	BR12615		F1					BR12615		0
BR12615-8	BR12615		F1					BR12615		0
BR12617-1	BR12617		F1					BR12617		1
BR12617-2	BR12617		F1					BR12617		1
BR12617-3	BR12617		F1					BR12617		1
BR12617-4	BR12617		F1					BR12617		1
BR12617-5	BR12617		F1					BR12617		1
BR12617-6	BR12617		F1					BR12617		0
BR12617-7	BR12617		F1					BR12617		1
BR12617-8	BR12617		F1					BR12617		1
BR12618-1	BR12618		F1					BR12618		1
BR12618-2	BR12618		F1					BR12618		0
BR12618-3	BR12618		F1					BR12618		1
BR12618-4	BR12618		F1					BR12618		0
BR12618-5	BR12618		F1					BR12618		0
BR12618-6	BR12618		F1					BR12618		1
BR12618-7	BR12618		F1					BR12618		0
BR12618-8	BR12618		F1					BR12618		0
BR12619-1	BR12619		F1					BR12619		0
BR12619-2	BR12619		F1					BR12619		0
BR12619-3	BR12619		F1					BR12619		0
BR12619-4	BR12619		F1					BR12619		0
BR12619-5	BR12619		F1					BR12619		0
BR12619-6	BR12619		F1					BR12619		0
BR12619-7	BR12619		F1					BR12619		0
BR12619-8	BR12619		F1					BR12619		0
BR12620-1	BR12620		F1					BR12620		0
BR12620-2	BR12620		F1					BR12620		0
BR12620-3	BR12620		F1					BR12620		1
BR12620-4	BR12620		F1					BR12620		1
BR12620-5	BR12620		F1					BR12620		1
BR12620-6	BR12620		F1					BR12620		0
BR12620-7	BR12620		F1					BR12620		0
BR12620-8	BR12620		F1					BR12620		0
BR12621-1	BR12621		F1					BR12621		0
BR12621-2	BR12621		F1					BR12621		0
BR12621-3	BR12621		F1					BR12621		0
BR12621-4	BR12621		F1					BR12621		0
BR12621-5	BR12621		F1					BR12621		0
BR12621-6	BR12621		F1					BR12621		0
BR12621-7	BR12621		F1					BR12621		0
BR12621-8	BR12621		F1					BR12621		0
BR12622-1	BR12622		F1					BR12622		0
BR12622-2	BR12622		F1					BR12622		0
BR12622-3	BR12622		F1					BR12622		0
BR12622-4	BR12622		F1					BR12622		0
BR12622-5	BR12622		F1					BR12622		0
BR12622-6	BR12622		F1					BR12622		0
BR12622-7	BR12622		F1					BR12622		0
BR12622-8	BR12622		F1					BR12622		0
BR12623-1	BR12623		F1					BR12623		0
BR12623-2	BR12623		F1					BR12623		0
BR12623-3	BR12623		F1					BR12623		0
BR12623-4	BR12623		F1					BR12623		0
BR12623-5	BR12623		F1					BR12623		0
BR12623-6	BR12623		F1					BR12623		0
BR12623-7	BR12623		F1					BR12623		0
BR12623-8	BR12623		F1					BR12623		0
BR12624-1	BR12624		F1					BR12624		0
BR12624-2	BR12624		F1					BR12624		0
BR12624-3	BR12624		F1					BR12624		0
BR12624-4	BR12624		F1					BR12624		0
BR12624-5	BR12624		F1					BR12624		0
BR12624-6	BR12624		F1					BR12624		0
BR12624-7	BR12624		F1					BR12624		0
BR12624-8	BR12624		F1					BR12624		0
BR12625-1	BR12625		F1					BR12625		1
BR12625-2	BR12625		F1					BR12625		0
BR12625-3	BR12625		F1					BR12625		1
BR12625-4	BR12625		F1					BR12625		0
BR12625-5	BR12625		F1					BR12625		1
BR12625-6	BR12625		F1					BR12625		0
BR12625-7	BR12625		F1					BR12625		1
BR12625-8	BR12625		F1					BR12625		1
BR1-3	BR1		F1					BR1		1
BR1-4	BR1		F1					BR1		0
BR1-5	BR1		F1					BR1		1
BR1-6	BR1		F1					BR1		1
BR1-7	BR1		F1					BR1		1
BR1-8	BR1		F1					BR1		1
BR1-9	BR1		F1					BR1		1
BR23-1	BR23		F1					BR23		1
BR23-10	BR23		F1					BR23		0
BR23-11	BR23		F1					BR23		0
BR23-12	BR23		F1					BR23		0
BR23-2	BR23		F1					BR23		0
BR23-3	BR23		F1					BR23		0
BR23-4	BR23		F1					BR23		1
BR23-5	BR23		F1					BR23		0
BR23-6	BR23		F1					BR23		0
BR23-7	BR23		F1					BR23		0
BR23-8	BR23		F1					BR23		0
BR23-9	BR23		F1					BR23		0
BR6-1	BR6		F1					BR6		1
BR6-10	BR6		F1					BR6		1
BR6-11	BR6		F1					BR6		0
BR6-12	BR6		F1					BR6		0
BR6-2	BR6		F1					BR6		1
BR6-3	BR6		F1					BR6		1
BR6-4	BR6		F1					BR6		1
BR6-5	BR6		F1					BR6		1
BR6-6	BR6		F1					BR6		1
BR6-7	BR6		F1					BR6		1
BR6-8	BR6		F1					BR6		1
BR6-9	BR6		F1					BR6		1
BR7683-30-3-3-3-4-1	BR7683-30-3-3-3-4		F1					BR7683-30-3-3-3-4		0
BR7683-30-3-3-3-4-10	BR7683-30-3-3-3-4		F1					BR7683-30-3-3-3-4		1
BR7683-30-3-3-3-4-11	BR7683-30-3-3-3-4		F1					BR7683-30-3-3-3-4		1
BR7683-30-3-3-3-4-12	BR7683-30-3-3-3-4		F1					BR7683-30-3-3-3-4		1
BR7683-30-3-3-3-4-2	BR7683-30-3-3-3-4		F1					BR7683-30-3-3-3-4		1
BR7683-30-3-3-3-4-3	BR7683-30-3-3-3-4		F1					BR7683-30-3-3-3-4		1
BR7683-30-3-3-3-4-4	BR7683-30-3-3-3-4		F1					BR7683-30-3-3-3-4		1
BR7683-30-3-3-3-4-5	BR7683-30-3-3-3-4		F1					BR7683-30-3-3-3-4		1
BR7683-30-3-3-3-4-6	BR7683-30-3-3-3-4		F1					BR7683-30-3-3-3-4		1
BR7683-30-3-3-3-4-7	BR7683-30-3-3-3-4		F1					BR7683-30-3-3-3-4		0
BR7683-30-3-3-3-4-8	BR7683-30-3-3-3-4		F1					BR7683-30-3-3-3-4		1
BR7683-30-3-3-3-4-9	BR7683-30-3-3-3-4		F1					BR7683-30-3-3-3-4		1
BR7812-19-1-6-P3-1	BR7812-19-1-6-P3		F1					BR7812-19-1-6-P3		0
BR7812-19-1-6-P3-10	BR7812-19-1-6-P3		F1					BR7812-19-1-6-P3		1
BR7812-19-1-6-P3-11	BR7812-19-1-6-P3		F1					BR7812-19-1-6-P3		1
BR7812-19-1-6-P3-12	BR7812-19-1-6-P3		F1					BR7812-19-1-6-P3		0
BR7812-19-1-6-P3-2	BR7812-19-1-6-P3		F1					BR7812-19-1-6-P3		0
BR7812-19-1-6-P3-3	BR7812-19-1-6-P3		F1					BR7812-19-1-6-P3		0
BR7812-19-1-6-P3-4	BR7812-19-1-6-P3		F1					BR7812-19-1-6-P3		0
BR7812-19-1-6-P3-5	BR7812-19-1-6-P3		F1					BR7812-19-1-6-P3		0
BR7812-19-1-6-P3-6	BR7812-19-1-6-P3		F1					BR7812-19-1-6-P3		0
BR7812-19-1-6-P3-7	BR7812-19-1-6-P3		F1					BR7812-19-1-6-P3		0
BR7812-19-1-6-P3-8	BR7812-19-1-6-P3		F1					BR7812-19-1-6-P3		0
BR7812-19-1-6-P3-9	BR7812-19-1-6-P3		F1					BR7812-19-1-6-P3		0
BR7930-20-2-2-2-2-1-1	BR7930-20-2-2-2-2-1		F1					BR7930-20-2-2-2-2-1		0
BR7930-20-2-2-2-2-1-10	BR7930-20-2-2-2-2-1		F1					BR7930-20-2-2-2-2-1		0
BR7930-20-2-2-2-2-1-11	BR7930-20-2-2-2-2-1		F1					BR7930-20-2-2-2-2-1		0
BR7930-20-2-2-2-2-1-12	BR7930-20-2-2-2-2-1		F1					BR7930-20-2-2-2-2-1		0
BR7930-20-2-2-2-2-1-2	BR7930-20-2-2-2-2-1		F1					BR7930-20-2-2-2-2-1		0
BR7930-20-2-2-2-2-1-3	BR7930-20-2-2-2-2-1		F1					BR7930-20-2-2-2-2-1		0
BR7930-20-2-2-2-2-1-4	BR7930-20-2-2-2-2-1		F1					BR7930-20-2-2-2-2-1		0
BR7930-20-2-2-2-2-1-5	BR7930-20-2-2-2-2-1		F1					BR7930-20-2-2-2-2-1		0
BR7930-20-2-2-2-2-1-6	BR7930-20-2-2-2-2-1		F1					BR7930-20-2-2-2-2-1		0
BR7930-20-2-2-2-2-1-7	BR7930-20-2-2-2-2-1		F1					BR7930-20-2-2-2-2-1		0
BR7930-20-2-2-2-2-1-8	BR7930-20-2-2-2-2-1		F1					BR7930-20-2-2-2-2-1		0
BR7930-20-2-2-2-2-1-9	BR7930-20-2-2-2-2-1		F1					BR7930-20-2-2-2-2-1		0
BR8157-50-1-6-2-1-27-1	BR8157-50-1-6-2-1-27		F1					BR8157-50-1-6-2-1-27		0
BR8157-50-1-6-2-1-27-10	BR8157-50-1-6-2-1-27		F1					BR8157-50-1-6-2-1-27		0
BR8157-50-1-6-2-1-27-11	BR8157-50-1-6-2-1-27		F1					BR8157-50-1-6-2-1-27		1
BR8157-50-1-6-2-1-27-12	BR8157-50-1-6-2-1-27		F1					BR8157-50-1-6-2-1-27		1
BR8157-50-1-6-2-1-27-2	BR8157-50-1-6-2-1-27		F1					BR8157-50-1-6-2-1-27		0
BR8157-50-1-6-2-1-27-3	BR8157-50-1-6-2-1-27		F1					BR8157-50-1-6-2-1-27		0
BR8157-50-1-6-2-1-27-4	BR8157-50-1-6-2-1-27		F1					BR8157-50-1-6-2-1-27		0
BR8157-50-1-6-2-1-27-5	BR8157-50-1-6-2-1-27		F1					BR8157-50-1-6-2-1-27		0
BR8157-50-1-6-2-1-27-6	BR8157-50-1-6-2-1-27		F1					BR8157-50-1-6-2-1-27		0
BR8157-50-1-6-2-1-27-7	BR8157-50-1-6-2-1-27		F1					BR8157-50-1-6-2-1-27		0
BR8157-50-1-6-2-1-27-8	BR8157-50-1-6-2-1-27		F1					BR8157-50-1-6-2-1-27		0
BR8157-50-1-6-2-1-27-9	BR8157-50-1-6-2-1-27		F1					BR8157-50-1-6-2-1-27		0
BR8159-20-8-5-8-2-1	BR8159-20-8-5-8-2		F1					BR8159-20-8-5-8-2		1
BR8159-20-8-5-8-2-10	BR8159-20-8-5-8-2		F1					BR8159-20-8-5-8-2		0
BR8159-20-8-5-8-2-11	BR8159-20-8-5-8-2		F1					BR8159-20-8-5-8-2		1
BR8159-20-8-5-8-2-12	BR8159-20-8-5-8-2		F1					BR8159-20-8-5-8-2		0
BR8159-20-8-5-8-2-2	BR8159-20-8-5-8-2		F1					BR8159-20-8-5-8-2		1
BR8159-20-8-5-8-2-3	BR8159-20-8-5-8-2		F1					BR8159-20-8-5-8-2		1
BR8159-20-8-5-8-2-4	BR8159-20-8-5-8-2		F1					BR8159-20-8-5-8-2		1
BR8159-20-8-5-8-2-5	BR8159-20-8-5-8-2		F1					BR8159-20-8-5-8-2		1
BR8159-20-8-5-8-2-6	BR8159-20-8-5-8-2		F1					BR8159-20-8-5-8-2		1
BR8159-20-8-5-8-2-7	BR8159-20-8-5-8-2		F1					BR8159-20-8-5-8-2		1
BR8159-20-8-5-8-2-8	BR8159-20-8-5-8-2		F1					BR8159-20-8-5-8-2		1
BR8159-20-8-5-8-2-9	BR8159-20-8-5-8-2		F1					BR8159-20-8-5-8-2		1
BR8333-2-3-1-3-1	BR8333-2-3-1-3		F1					BR8333-2-3-1-3		1
BR8562-18-1-2-3-4-2-1	BR8562-18-1-2-3-4-2		F1					BR8562-18-1-2-3-4-2		1
BR8562-18-1-2-3-4-2-10	BR8562-18-1-2-3-4-2		F1					BR8562-18-1-2-3-4-2		1
BR8562-18-1-2-3-4-2-11	BR8562-18-1-2-3-4-2		F1					BR8562-18-1-2-3-4-2		1
BR8562-18-1-2-3-4-2-12	BR8562-18-1-2-3-4-2		F1					BR8562-18-1-2-3-4-2		1
BR8562-18-1-2-3-4-2-2	BR8562-18-1-2-3-4-2		F1					BR8562-18-1-2-3-4-2		1
BR8562-18-1-2-3-4-2-3	BR8562-18-1-2-3-4-2		F1					BR8562-18-1-2-3-4-2		1
BR8562-18-1-2-3-4-2-4	BR8562-18-1-2-3-4-2		F1					BR8562-18-1-2-3-4-2		1
BR8562-18-1-2-3-4-2-5	BR8562-18-1-2-3-4-2		F1					BR8562-18-1-2-3-4-2		1
BR8562-18-1-2-3-4-2-6	BR8562-18-1-2-3-4-2		F1					BR8562-18-1-2-3-4-2		1
BR8562-18-1-2-3-4-2-7	BR8562-18-1-2-3-4-2		F1					BR8562-18-1-2-3-4-2		1
BR8562-18-1-2-3-4-2-8	BR8562-18-1-2-3-4-2		F1					BR8562-18-1-2-3-4-2		1
BR8562-18-1-2-3-4-2-9	BR8562-18-1-2-3-4-2		F1					BR8562-18-1-2-3-4-2		1
BR8564-32-1-1-6-11-1	BR8564-32-1-1-6-11		F1					BR8564-32-1-1-6-11		1
BR8564-32-1-1-6-11-10	BR8564-32-1-1-6-11		F1					BR8564-32-1-1-6-11		1
BR8564-32-1-1-6-11-11	BR8564-32-1-1-6-11		F1					BR8564-32-1-1-6-11		0
BR8564-32-1-1-6-11-12	BR8564-32-1-1-6-11		F1					BR8564-32-1-1-6-11		1
BR8564-32-1-1-6-11-2	BR8564-32-1-1-6-11		F1					BR8564-32-1-1-6-11		1
BR8564-32-1-1-6-11-3	BR8564-32-1-1-6-11		F1					BR8564-32-1-1-6-11		1
BR8564-32-1-1-6-11-4	BR8564-32-1-1-6-11		F1					BR8564-32-1-1-6-11		1
BR8564-32-1-1-6-11-5	BR8564-32-1-1-6-11		F1					BR8564-32-1-1-6-11		0
BR8564-32-1-1-6-11-6	BR8564-32-1-1-6-11		F1					BR8564-32-1-1-6-11		1
BR8564-32-1-1-6-11-7	BR8564-32-1-1-6-11		F1					BR8564-32-1-1-6-11		1
BR8564-32-1-1-6-11-8	BR8564-32-1-1-6-11		F1					BR8564-32-1-1-6-11		1
BR8564-32-1-1-6-11-9	BR8564-32-1-1-6-11		F1					BR8564-32-1-1-6-11		1
BR8907-B-1-2-CS1-4-CS2-P3-4--1	BR8907-B-1-2-CS1-4-CS2-P3-4		F1					BR8907-B-1-2-CS1-4-CS2-P3-4		0
BR8907-B-1-2-CS1-4-CS2-P3-4-10	BR8907-B-1-2-CS1-4-CS2-P3-4		F1					BR8907-B-1-2-CS1-4-CS2-P3-4		1
BR8907-B-1-2-CS1-4-CS2-P3-4--2	BR8907-B-1-2-CS1-4-CS2-P3-4		F1					BR8907-B-1-2-CS1-4-CS2-P3-4		0
BR8907-B-1-2-CS1-4-CS2-P3-4--3	BR8907-B-1-2-CS1-4-CS2-P3-4		F1					BR8907-B-1-2-CS1-4-CS2-P3-4		0
BR8907-B-1-2-CS1-4-CS2-P3-4--4	BR8907-B-1-2-CS1-4-CS2-P3-4		F1					BR8907-B-1-2-CS1-4-CS2-P3-4		1
BR8907-B-1-2-CS1-4-CS2-P3-4--5	BR8907-B-1-2-CS1-4-CS2-P3-4		F1					BR8907-B-1-2-CS1-4-CS2-P3-4		1
BR8907-B-1-2-CS1-4-CS2-P3-4--6	BR8907-B-1-2-CS1-4-CS2-P3-4		F1					BR8907-B-1-2-CS1-4-CS2-P3-4		0
BR8907-B-1-2-CS1-4-CS2-P3-4--7	BR8907-B-1-2-CS1-4-CS2-P3-4		F1					BR8907-B-1-2-CS1-4-CS2-P3-4		1
BR8907-B-1-2-CS1-4-CS2-P3-4--8	BR8907-B-1-2-CS1-4-CS2-P3-4		F1					BR8907-B-1-2-CS1-4-CS2-P3-4		0
BR8907-B-1-2-CS1-4-CS2-P3-4--9	BR8907-B-1-2-CS1-4-CS2-P3-4		F1					BR8907-B-1-2-CS1-4-CS2-P3-4		1
BR8938-19-4-3-1-1-1	BR8938-19-4-3-1-1		F1					BR8938-19-4-3-1-1		0
BR8938-19-4-3-1-1-2	BR8938-19-4-3-1-1		F1					BR8938-19-4-3-1-1		0
BR9011-48-4-3-1	BR9011-48-4-3		F1					BR9011-48-4-3		0
BR9011-48-4-3-2	BR9011-48-4-3		F1					BR9011-48-4-3		1
BR9163-1-30-1-25-1	BR9163-1-30-1-25		F1					BR9163-1-30-1-25		1
BR9163-1-30-1-25-10	BR9163-1-30-1-25		F1					BR9163-1-30-1-25		1
BR9163-1-30-1-25-11	BR9163-1-30-1-25		F1					BR9163-1-30-1-25		0
BR9163-1-30-1-25-12	BR9163-1-30-1-25		F1					BR9163-1-30-1-25		0
BR9163-1-30-1-25-2	BR9163-1-30-1-25		F1					BR9163-1-30-1-25		1
BR9163-1-30-1-25-3	BR9163-1-30-1-25		F1					BR9163-1-30-1-25		1
BR9163-1-30-1-25-4	BR9163-1-30-1-25		F1					BR9163-1-30-1-25		1
BR9163-1-30-1-25-5	BR9163-1-30-1-25		F1					BR9163-1-30-1-25		1
BR9163-1-30-1-25-6	BR9163-1-30-1-25		F1					BR9163-1-30-1-25		0
BR9163-1-30-1-25-7	BR9163-1-30-1-25		F1					BR9163-1-30-1-25		1
BR9163-1-30-1-25-8	BR9163-1-30-1-25		F1					BR9163-1-30-1-25		1
BR9163-1-30-1-25-9	BR9163-1-30-1-25		F1					BR9163-1-30-1-25		1
BR9650-108-2-3-1	BR9650-108-2-3		F1					BR9650-108-2-3		0
BR9650-108-2-3-1-a	BR9650-108-2-3-1		F1					BR9650-108-2-3-1		1
BR9650-108-2-3-2	BR9650-108-2-3		F1					BR9650-108-2-3		0
BR9650-108-2-3-2-a	BR9650-108-2-3-2		F1					BR9650-108-2-3-2		0
BR9650-35-4-3-1	BR9650-35-4-3		F1					BR9650-35-4-3		0
BR9650-35-4-3-2	BR9650-35-4-3		F1					BR9650-35-4-3		0
BR9651-15-2-1-1-1	BR9651-15-2-1-1		F1					BR9651-15-2-1-1		0
BR9651-15-2-1-1-2	BR9651-15-2-1-1		F1					BR9651-15-2-1-1		0
BR9942-1-2-1-3-1	BR9942-1-2-1-3		F1					BR9942-1-2-1-3		1
BR9942-1-2-1-3-2	BR9942-1-2-1-3		F1					BR9942-1-2-1-3		0
BR9943-2-1-1	BR9943-2-1		F1					BR9943-2-1		1
BR9943-2-1-2	BR9943-2-1		F1					BR9943-2-1		0
BR9943-2-2-1	BR9943-2-2		F1					BR9943-2-2		0
BR9943-2-2-2	BR9943-2-2		F1					BR9943-2-2		1
BR9945-4-2-1-1	BR9945-4-2-1		F1					BR9945-4-2-1		0
BR9945-4-2-1-10	BR9945-4-2-1		F1					BR9945-4-2-1		0
BR9945-4-2-1-11	BR9945-4-2-1		F1					BR9945-4-2-1		0
BR9945-4-2-1-12	BR9945-4-2-1		F1					BR9945-4-2-1		0
BR9945-4-2-1-2	BR9945-4-2-1		F1					BR9945-4-2-1		0
